OCC_YEAR,OCC_MONTH,OCC_DOW,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_TYPE,BIKE_COST,STATUS,NEIGHBOURHOOD_158
2024,June,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,1500.0,STOLEN,Dufferin Grove (83)
2024,May,Friday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,100.0,STOLEN,Annex (95)
2024,June,Tuesday,D53,Pharmacy,Other,EL,2800.0,STOLEN,Yonge-Eglinton (100)
2024,June,Tuesday,D43,Go Station,Transit,MT,100.0,STOLEN,West Hill (136)
2024,June,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,500.0,STOLEN,University (79)
2024,June,Thursday,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,350.0,STOLEN,Rockcliffe-Smythe (111)
2024,June,Thursday,D55,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,OT,0.0,STOLEN,South Riverdale (70)
2024,June,Thursday,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,350.0,STOLEN,Rockcliffe-Smythe (111)
2024,June,Thursday,D55,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,EL,0.0,STOLEN,South Riverdale (70)
2024,May,Tuesday,D55,Pharmacy,Other,RG,1100.0,STOLEN,Danforth (66)
2024,June,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,600.0,STOLEN,Trinity-Bellwoods (81)
2024,June,Thursday,D52,Universities / Colleges,Educational,MT,300.0,STOLEN,University (79)
2024,June,Thursday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,960.0,STOLEN,Moss Park (73)
2024,June,Thursday,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,1000.0,STOLEN,Corso Italia-Davenport (92)
2024,June,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,400.0,STOLEN,Trinity-Bellwoods (81)
2024,June,Wednesday,D32,Ttc Subway Station,Transit,RG,200.0,STOLEN,Willowdale West (37)
2024,June,Thursday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,,STOLEN,Trinity-Bellwoods (81)
2024,June,Thursday,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,1000.0,STOLEN,Corso Italia-Davenport (92)
2024,June,Wednesday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,400.0,STOLEN,South Riverdale (70)
2024,June,Saturday,D52,Bar / Restaurant,Commercial,OT,1200.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Saturday,D55,Bar / Restaurant,Commercial,MT,800.0,STOLEN,North Riverdale (68)
2024,June,Saturday,D52,Go Station,Transit,RC,150.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Saturday,D52,Go Station,Transit,RC,150.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Friday,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,,STOLEN,NSA
2024,June,Saturday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,5800.0,STOLEN,Danforth (66)
2024,June,Saturday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,750.0,STOLEN,Blake-Jones (69)
2024,June,Tuesday,D55,"Apartment (Rooming House, Condo)",Apartment,TO,140.0,STOLEN,East End-Danforth (62)
2024,June,Saturday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,500.0,STOLEN,Annex (95)
2024,June,Sunday,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,EL,1600.0,STOLEN,Harbourfront-CityPlace (165)
2024,June,Sunday,D51,Pharmacy,Other,RG,849.0,STOLEN,Church-Wellesley (167)
2024,June,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,300.0,STOLEN,Annex (95)
2024,June,Sunday,D42,Pharmacy,Other,RG,500.0,STOLEN,Malvern East (146)
2024,May,Wednesday,D22,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,OT,550.0,STOLEN,Kingsway South (15)
2024,June,Saturday,D52,Pharmacy,Other,RG,700.0,STOLEN,Annex (95)
2024,May,Tuesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,899.0,STOLEN,Palmerston-Little Italy (80)
2024,June,Monday,D53,Pharmacy,Other,MT,800.0,STOLEN,Yonge-Eglinton (100)
2024,June,Monday,D53,Pharmacy,Other,OT,1000.0,STOLEN,Rosedale-Moore Park (98)
2024,June,Wednesday,D22,"Apartment (Rooming House, Condo)",Apartment,RG,246.339996337891,STOLEN,Islington (158)
2024,June,Monday,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,SC,900.0,STOLEN,Kensington-Chinatown (78)
2024,June,Saturday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,659.989990234375,STOLEN,Yonge-Eglinton (100)
2024,June,Friday,D52,Nursing Home,Other,RG,750.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Sunday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,599.989990234375,STOLEN,Greenwood-Coxwell (65)
2024,June,Sunday,D52,"Apartment (Rooming House, Condo)",Apartment,RG,700.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Sunday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,858.960021972656,STOLEN,Greenwood-Coxwell (65)
2024,June,Saturday,D12,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MT,228.0,STOLEN,Weston (113)
2024,June,Monday,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,TO,500.0,STOLEN,Wellington Place (164)
2024,June,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1250.0,STOLEN,Moss Park (73)
2024,June,Monday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1000.0,STOLEN,South Eglinton-Davisville (174)
2024,June,Saturday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,2800.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Tuesday,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,,RECOVERED,Guildwood (140)
2024,June,Saturday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,360.0,STOLEN,Taylor-Massey (61)
2024,June,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,3000.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,0.0,STOLEN,South Parkdale (85)
2024,June,Tuesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Annex (95)
2024,June,Tuesday,D52,Bar / Restaurant,Commercial,MT,0.0,STOLEN,Kensington-Chinatown (78)
2024,June,Tuesday,D51,Schools During Supervised Activity,Educational,EL,1800.0,STOLEN,Moss Park (73)
2024,June,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,300.0,STOLEN,West Queen West (162)
2024,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,2500.0,STOLEN,West Queen West (162)
2024,June,Friday,D11,Pharmacy,Other,MT,5000.0,STOLEN,Dufferin Grove (83)
2024,June,Tuesday,D52,"Private Property Structure (Pool, Shed, Detached Garage)",Other,EL,1300.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Saturday,D33,"Apartment (Rooming House, Condo)",Apartment,RG,300.0,STOLEN,Pleasant View (46)
2024,June,Tuesday,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,1000.0,STOLEN,Centennial Scarborough (133)
2024,June,Tuesday,D52,Pharmacy,Other,EL,1500.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Tuesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Annex (95)
2024,June,Tuesday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,50.0,STOLEN,Stonegate-Queensway (16)
2024,June,Wednesday,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,EL,900.0,STOLEN,South Parkdale (85)
2024,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Moss Park (73)
2024,June,Tuesday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,850.0,STOLEN,Bathurst Manor (34)
2024,June,Monday,D14,Pharmacy,Other,MT,140.0,STOLEN,Harbourfront-CityPlace (165)
2024,June,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,RC,500.0,STOLEN,Fort York-Liberty Village (163)
2024,June,Wednesday,D14,Pharmacy,Other,RC,650.0,STOLEN,Palmerston-Little Italy (80)
2024,June,Wednesday,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,,RECOVERED,Humewood-Cedarvale (106)
2024,June,Tuesday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,400.0,STOLEN,Annex (95)
2024,June,Tuesday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,700.0,STOLEN,Stonegate-Queensway (16)
2024,June,Tuesday,D42,Go Station,Transit,MT,800.0,STOLEN,Agincourt South-Malvern West (128)
2024,June,Tuesday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,500.0,STOLEN,Stonegate-Queensway (16)
2024,June,Thursday,D13,"Apartment (Rooming House, Condo)",Apartment,OT,2100.0,STOLEN,Humewood-Cedarvale (106)
2024,June,Thursday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,0.0,STOLEN,North St.James Town (74)
2024,June,Wednesday,D14,Pharmacy,Other,RG,0.0,STOLEN,Dovercourt Village (172)
2023,October,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1200.0,STOLEN,Downtown Yonge East (168)
2024,June,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,5000.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Wednesday,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,500.0,STOLEN,The Beaches (63)
2024,June,Tuesday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,3500.0,STOLEN,Yonge-Eglinton (100)
2024,June,Wednesday,D31,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,MT,,UNKNOWN,Oakdale-Beverley Heights (154)
2024,June,Wednesday,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,RG,0.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Thursday,NSA,"Apartment (Rooming House, Condo)",Apartment,RG,300.0,STOLEN,NSA
2024,June,Wednesday,D22,"Apartment (Rooming House, Condo)",Apartment,MT,800.0,STOLEN,Etobicoke West Mall (13)
2024,June,Thursday,D14,Pharmacy,Other,RG,949.0,STOLEN,Dovercourt Village (172)
2024,June,Wednesday,D12,Go Station,Transit,RG,500.0,STOLEN,Weston (113)
2024,June,Thursday,D22,"Apartment (Rooming House, Condo)",Apartment,RG,550.0,STOLEN,Long Branch (19)
2024,June,Friday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,STOLEN,Downtown Yonge East (168)
2024,June,Wednesday,D22,"Apartment (Rooming House, Condo)",Apartment,MT,800.0,STOLEN,Etobicoke West Mall (13)
2024,June,Saturday,D32,Convenience Stores,Commercial,MT,1000.0,STOLEN,Englemount-Lawrence (32)
2024,June,Friday,D41,Convenience Stores,Commercial,SC,1000.0,STOLEN,Clairlea-Birchmount (120)
2024,June,Thursday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,,STOLEN,Church-Wellesley (167)
2024,June,Monday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,500.0,STOLEN,Kensington-Chinatown (78)
2024,May,Sunday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,500.0,STOLEN,Little Portugal (84)
2024,June,Tuesday,D22,"Apartment (Rooming House, Condo)",Apartment,RC,815.859985351563,STOLEN,Etobicoke West Mall (13)
2024,June,Tuesday,D13,"Open Areas (Lakes, Parks, Rivers)",Outside,RG,50.0,STOLEN,Humewood-Cedarvale (106)
2024,June,Saturday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,North St.James Town (74)
2024,June,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,1500.0,STOLEN,Annex (95)
2024,June,Friday,D41,Convenience Stores,Commercial,SC,1200.0,STOLEN,Clairlea-Birchmount (120)
2024,June,Friday,D41,Convenience Stores,Commercial,SC,1200.0,STOLEN,Clairlea-Birchmount (120)
2024,June,Thursday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,300.0,STOLEN,Wellington Place (164)
2024,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,900.0,STOLEN,Harbourfront-CityPlace (165)
2024,June,Thursday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,1000.0,STOLEN,Regent Park (72)
2024,June,Sunday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,2300.0,STOLEN,South Riverdale (70)
2024,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,1437.5,STOLEN,Harbourfront-CityPlace (165)
2024,June,Sunday,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,500.0,STOLEN,Glenfield-Jane Heights (25)
2024,June,Tuesday,D52,Pharmacy,Other,MT,300.0,STOLEN,Bay-Cloverhill (169)
2024,June,Saturday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,1000.0,STOLEN,Woodbine Corridor (64)
2024,June,Monday,D32,Ttc Subway Station,Transit,EL,,UNKNOWN,East Willowdale (152)
2024,June,Wednesday,D43,"Apartment (Rooming House, Condo)",Apartment,EL,2000.0,STOLEN,Golfdale-Cedarbrae-Woburn (141)
2024,June,Monday,D52,Pharmacy,Other,MT,400.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Monday,D22,"Apartment (Rooming House, Condo)",Apartment,OT,1200.0,STOLEN,Humber Bay Shores (161)
2024,June,Monday,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,1500.0,STOLEN,Edenbridge-Humber Valley (9)
2024,June,Monday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,3200.0,STOLEN,Fort York-Liberty Village (163)
2024,June,Friday,D51,Convenience Stores,Commercial,EL,1399.98999023438,STOLEN,Downtown Yonge East (168)
2024,June,Monday,D53,Pharmacy,Other,MT,1400.0,STOLEN,Annex (95)
2024,June,Saturday,D11,"Apartment (Rooming House, Condo)",Apartment,OT,999.989990234375,STOLEN,High Park North (88)
2024,June,Monday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,1000.0,STOLEN,Kensington-Chinatown (78)
2024,June,Monday,D52,Pharmacy,Other,RG,0.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,650.0,STOLEN,Fort York-Liberty Village (163)
2024,May,Friday,D51,Nursing Home,Other,MT,2999.0,STOLEN,North St.James Town (74)
2024,June,Sunday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,1000.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Tuesday,D51,Pharmacy,Other,RG,1000.0,STOLEN,Cabbagetown-South St.James Town (71)
2024,June,Tuesday,D52,Pharmacy,Other,MT,800.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Monday,D53,Pharmacy,Other,RG,400.0,STOLEN,Yonge-St.Clair (97)
2024,June,Tuesday,D52,Pharmacy,Other,RG,500.0,STOLEN,Yonge-Bay Corridor (170)
2024,June,Monday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,1300.0,STOLEN,Bay-Cloverhill (169)
2024,June,Tuesday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,3000.0,STOLEN,Junction Area (90)
2024,June,Thursday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,BM,500.0,STOLEN,Eglinton East (138)
2024,June,Tuesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,1750.0,STOLEN,Kensington-Chinatown (78)
2024,June,Friday,D51,Pharmacy,Other,FO,200.0,STOLEN,Downtown Yonge East (168)
2024,June,Tuesday,D43,Go Station,Transit,TO,1000.0,STOLEN,West Hill (136)
2024,May,Wednesday,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,2000.0,STOLEN,Wexford/Maryvale (119)
2024,June,Tuesday,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SC,757.0,STOLEN,Lawrence Park North (105)
2024,June,Tuesday,D43,Go Station,Transit,RG,250.0,STOLEN,West Hill (136)
2024,April,Monday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,Newtonbrook West (36)
2024,April,Monday,D32,"Apartment (Rooming House, Condo)",Apartment,TO,,STOLEN,Newtonbrook West (36)
2024,June,Tuesday,D52,Bar / Restaurant,Commercial,OT,700.0,STOLEN,Harbourfront-CityPlace (165)
2024,June,Wednesday,D22,Convenience Stores,Commercial,SC,1000.0,STOLEN,Markland Wood (12)
2024,June,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,2000.0,STOLEN,Downtown Yonge East (168)
2024,June,Friday,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,150.0,STOLEN,Downsview (155)
2024,June,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,2750.0,STOLEN,Wellington Place (164)
2024,June,Wednesday,D14,Pharmacy,Other,RG,500.0,STOLEN,Palmerston-Little Italy (80)
2024,June,Tuesday,D53,Pharmacy,Other,RG,250.0,STOLEN,Rosedale-Moore Park (98)
2024,June,Monday,D22,"Apartment (Rooming House, Condo)",Apartment,MT,2000.0,STOLEN,Humber Bay Shores (161)
2024,June,Wednesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,1250.0,STOLEN,Danforth East York (59)
2024,June,Wednesday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,500.0,STOLEN,Newtonbrook West (36)
2024,June,Tuesday,D32,"Open Areas (Lakes, Parks, Rivers)",Outside,RC,1189.0,STOLEN,Willowdale West (37)
2024,June,Wednesday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,0.0,STOLEN,Kensington-Chinatown (78)
2024,June,Thursday,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,700.0,STOLEN,L'Amoreaux West (147)
2024,June,Thursday,D11,Pharmacy,Other,RG,950.0,STOLEN,High Park-Swansea (87)
2024,June,Tuesday,D22,"Apartment (Rooming House, Condo)",Apartment,MT,350.0,STOLEN,Islington (158)
2024,June,Thursday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,250.0,STOLEN,High Park North (88)
2024,June,Wednesday,D41,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,Birchcliffe-Cliffside (122)
2024,June,Sunday,D52,"Apartment (Rooming House, Condo)",Apartment,EL,2700.0,STOLEN,Bay-Cloverhill (169)
2024,June,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,250.0,STOLEN,West Queen West (162)
2024,June,Wednesday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,600.0,STOLEN,Clanton Park (33)
2024,June,Thursday,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,1000.0,STOLEN,Banbury-Don Mills (42)
2024,June,Wednesday,D41,"Apartment (Rooming House, Condo)",Apartment,MT,700.0,STOLEN,Birchcliffe-Cliffside (122)
2024,June,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,3300.0,STOLEN,Kensington-Chinatown (78)
2024,June,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,3000.0,STOLEN,Kensington-Chinatown (78)
2024,June,Wednesday,D12,"Apartment (Rooming House, Condo)",Apartment,MT,200.0,RECOVERED,Maple Leaf (29)
2024,June,Friday,D13,Ttc Subway Station,Transit,MT,0.0,STOLEN,Forest Hill North (102)
2024,June,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,1199.0,STOLEN,West Queen West (162)
2024,June,Friday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,780.0,STOLEN,Thorncliffe Park (55)
2024,June,Tuesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,0.0,STOLEN,Annex (95)
2024,June,Wednesday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,1000.0,STOLEN,Humber Bay Shores (161)
2024,June,Friday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,3500.0,STOLEN,East End-Danforth (62)
2024,June,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,200.0,STOLEN,Dovercourt Village (172)
2024,June,Thursday,D51,Pharmacy,Other,MT,850.0,STOLEN,Church-Wellesley (167)
2024,June,Friday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,1365.0,STOLEN,Thorncliffe Park (55)
2024,June,Wednesday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,800.0,STOLEN,Humber Bay Shores (161)
2024,June,Saturday,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,0.0,STOLEN,Englemount-Lawrence (32)
2024,June,Saturday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,2000.0,STOLEN,Dufferin Grove (83)
2024,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,900.0,STOLEN,Bay-Cloverhill (169)
2024,June,Thursday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,600.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1300.0,STOLEN,Downtown Yonge East (168)
2024,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,900.0,STOLEN,Bay-Cloverhill (169)
2024,June,Sunday,D43,"Apartment (Rooming House, Condo)",Apartment,OT,950.0,STOLEN,Bendale-Glen Andrew (156)
2024,June,Saturday,D11,Ttc Subway Station,Transit,MT,2000.0,STOLEN,High Park North (88)
2024,June,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,1500.0,STOLEN,Downtown Yonge East (168)
2024,June,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Wellington Place (164)
2024,June,Sunday,D14,Bar / Restaurant,Commercial,EL,4000.0,STOLEN,Palmerston-Little Italy (80)
2024,June,Saturday,D11,"Apartment (Rooming House, Condo)",Apartment,OT,550.0,STOLEN,Junction Area (90)
2024,June,Sunday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,100.0,STOLEN,Danforth (66)
2024,June,Sunday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,600.0,STOLEN,North Toronto (173)
2024,June,Wednesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1000.0,STOLEN,Rosedale-Moore Park (98)
2024,June,Friday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,800.0,STOLEN,Dufferin Grove (83)
2024,June,Sunday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,400.0,STOLEN,Palmerston-Little Italy (80)
2024,June,Sunday,D51,Nursing Home,Other,RC,1000.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2024,July,Monday,D55,Convenience Stores,Commercial,MT,600.0,STOLEN,South Riverdale (70)
2024,June,Sunday,D33,"Apartment (Rooming House, Condo)",Apartment,MT,629.989990234375,STOLEN,Fenside-Parkwoods (150)
2024,June,Saturday,D41,"Apartment (Rooming House, Condo)",Apartment,MT,400.0,STOLEN,Dorset Park (126)
2024,June,Wednesday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,1000.0,STOLEN,Moss Park (73)
2024,June,Thursday,D22,"Apartment (Rooming House, Condo)",Apartment,OT,700.0,STOLEN,Humber Bay Shores (161)
2024,July,Monday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,1000.0,STOLEN,South Riverdale (70)
2024,July,Monday,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,250.0,RECOVERED,Hillcrest Village (48)
2024,July,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,100.0,STOLEN,Downtown Yonge East (168)
2024,July,Monday,D52,"Apartment (Rooming House, Condo)",Apartment,TO,800.0,STOLEN,Wellington Place (164)
2024,June,Monday,D11,Pharmacy,Other,RG,600.0,STOLEN,Junction-Wallace Emerson (171)
2024,May,Tuesday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,1000.0,STOLEN,Rosedale-Moore Park (98)
2024,July,Tuesday,D13,Pharmacy,Other,EL,800.0,STOLEN,Briar Hill-Belgravia (108)
2024,July,Tuesday,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,EL,3500.0,STOLEN,Oakdale-Beverley Heights (154)
2024,July,Monday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,100.0,STOLEN,Wellington Place (164)
2024,June,Saturday,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,400.0,STOLEN,West Humber-Clairville (1)
2024,July,Tuesday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,0.0,STOLEN,Moss Park (73)
2024,July,Tuesday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,750.0,STOLEN,Leaside-Bennington (56)
2024,June,Wednesday,D23,Pharmacy,Other,MT,659.989990234375,STOLEN,Mount Olive-Silverstone-Jamestown (2)
2024,July,Wednesday,D52,Universities / Colleges,Educational,TO,300.0,STOLEN,University (79)
2024,July,Tuesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,500.0,STOLEN,Kensington-Chinatown (78)
2024,July,Tuesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,500.0,STOLEN,Kensington-Chinatown (78)
2024,June,Monday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Annex (95)
2024,July,Wednesday,D31,Ttc Subway Station,Transit,MT,300.0,STOLEN,York University Heights (27)
2024,July,Wednesday,D52,Universities / Colleges,Educational,MT,300.0,STOLEN,Bay-Cloverhill (169)
2024,June,Sunday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,4100.0,STOLEN,Little Portugal (84)
2024,July,Wednesday,D32,Bar / Restaurant,Commercial,SC,735.0,STOLEN,Yonge-Doris (151)
2024,July,Wednesday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,2000.0,STOLEN,New Toronto (18)
2024,July,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,650.0,STOLEN,Church-Wellesley (167)
2024,July,Thursday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,644.099975585938,STOLEN,Yonge-Doris (151)
2024,July,Wednesday,D52,Pharmacy,Other,RG,1299.0,STOLEN,Harbourfront-CityPlace (165)
